Latitude,Longitude,Zone,Land-Use
45.4845437,9.1966844,zone9,residential
45.4844788,9.1969823,zone9,residential
45.484537,9.1970103,zone9,residential
45.4845715,9.1970245,zone9,residential
45.4846789,9.1970708,zone9,residential
45.4848627,9.1971502,zone9,residential
45.4849651,9.1971994,zone9,residential
45.487044,9.1980119,zone9,residential
45.4865667,9.1974581,zone9,residential
45.4863592,9.1972147,zone9,residential
45.4864443,9.1970979,zone9,residential
45.4864884,9.1970739,zone9,residential
45.4866817,9.1970433,zone9,residential
45.4876442,9.1968908,zone9,residential
45.487044,9.1980119,zone9,residential
45.4876629,9.196868,zone9,commercial
45.4864895,9.1970482,zone9,commercial
45.4864359,9.1970782,zone9,commercial
45.486346,9.197202,zone9,commercial
45.4859645,9.1967565,zone9,commercial
45.4854953,9.1961957,zone9,commercial
45.4855674,9.1960867,zone9,commercial
45.4856606,9.1959406,zone9,commercial
45.4856876,9.1958985,zone9,commercial
45.4858184,9.1957029,zone9,commercial
45.4865509,9.1955078,zone9,commercial
45.4865138,9.1952598,zone9,commercial
45.486339,9.1953091,zone9,commercial
45.4862288,9.1953367,zone9,commercial
45.4861772,9.1953537,zone9,commercial
45.4861502,9.1951523,zone9,commercial
45.4861073,9.1947053,zone9,commercial
45.4860959,9.1946407,zone9,commercial
45.4860965,9.1945242,zone9,commercial
45.4861137,9.1943687,zone9,commercial
45.4861258,9.1943459,zone9,commercial
45.4861341,9.1943187,zone9,commercial
45.4861391,9.1942781,zone9,commercial
45.4861379,9.1942243,zone9,commercial
45.4861282,9.1941808,zone9,commercial
45.4862884,9.1942436,zone9,commercial
45.4863655,9.1941483,zone9,commercial
45.486388,9.1941132,zone9,commercial
45.4864281,9.1940348,zone9,commercial
45.4864385,9.1940206,zone9,commercial
45.4864513,9.1940107,zone9,commercial
45.4864708,9.1940009,zone9,commercial
45.4878137,9.1934633,zone9,commercial
45.4880678,9.1936424,zone9,commercial
45.488753,9.1940344,zone9,commercial
45.4884191,9.195075,zone9,commercial
45.4881741,9.1957087,zone9,commercial
45.4881216,9.1958525,zone9,commercial
45.4879861,9.1961867,zone9,commercial
45.4878159,9.1965777,zone9,commercial
45.4876629,9.196868,zone9,commercial
45.4865138,9.1952598,zone9,residential
45.4865509,9.1955078,zone9,residential
45.4858184,9.1957029,zone9,residential
45.4856876,9.1958985,zone9,residential
45.4856606,9.1959406,zone9,residential
45.4855674,9.1960867,zone9,residential
45.4854953,9.1961957,zone9,residential
45.4847236,9.1951955,zone9,residential
45.4850765,9.1945677,zone9,residential
45.4851892,9.1945128,zone9,residential
45.4857854,9.1943444,zone9,residential
45.4858926,9.1943225,zone9,residential
45.485906,9.194358,zone9,residential
45.4859302,9.194398,zone9,residential
45.4859656,9.1944238,zone9,residential
45.4859898,9.1944338,zone9,residential
45.4860115,9.1944375,zone9,residential
45.4860467,9.1945439,zone9,residential
45.4860641,9.1945831,zone9,residential
45.4860866,9.1946466,zone9,residential
45.4861379,9.195169,zone9,residential
45.4861628,9.1953573,zone9,residential
45.4861772,9.1953537,zone9,residential
45.4862288,9.1953367,zone9,residential
45.486339,9.1953091,zone9,residential
45.4865138,9.1952598,zone9,residential
45.4982163,9.1921358,zone9,retail
45.4982078,9.1920945,zone9,retail
45.4981915,9.1920147,zone9,retail
45.4981808,9.1919623,zone9,retail
45.4981649,9.1918846,zone9,retail
45.4981539,9.1918311,zone9,retail
45.4981297,9.1917125,zone9,retail
45.4980915,9.1915262,zone9,retail
45.498067,9.191415,zone9,retail
45.4976842,9.191578,zone9,retail
45.497713,9.1916839,zone9,retail
45.4977437,9.1918338,zone9,retail
45.4977553,9.1918907,zone9,retail
45.4977656,9.1919408,zone9,retail
45.4978247,9.1922297,zone9,retail
45.4978326,9.1922683,zone9,retail
45.4978352,9.1923137,zone9,retail
45.4982163,9.1921358,zone9,retail
45.5030428,9.191333,zone9,industrial
45.5030499,9.191367,zone9,industrial
45.5030776,9.1915001,zone9,industrial
45.5030919,9.1915688,zone9,industrial
45.5026193,9.1917795,zone9,industrial
45.502445,9.1910615,zone9,industrial
45.5024976,9.1910344,zone9,industrial
45.5025664,9.1910011,zone9,industrial
45.502645,9.190963,zone9,industrial
45.502887,9.1908457,zone9,industrial
45.5029004,9.1908384,zone9,industrial
45.502912,9.1908952,zone9,industrial
45.5029183,9.1909263,zone9,industrial
45.5030045,9.19135,zone9,industrial
45.5030428,9.191333,zone9,industrial
45.5036656,9.1911658,zone9,industrial
45.5035587,9.1906517,zone9,industrial
45.5034953,9.1906703,zone9,industrial
45.50322,9.1907746,zone9,industrial
45.5030737,9.1908238,zone9,industrial
45.5029251,9.1893681,zone9,industrial
45.5032432,9.1892395,zone9,industrial
45.5033431,9.1891806,zone9,industrial
45.5034083,9.1891699,zone9,industrial
45.5034748,9.1891531,zone9,industrial
45.5035821,9.1890942,zone9,industrial
45.5038158,9.1890014,zone9,industrial
45.5039052,9.1889705,zone9,industrial
45.5040376,9.1889167,zone9,industrial
45.5040633,9.1890594,zone9,industrial
45.5041887,9.1897231,zone9,industrial
45.5042349,9.1899673,zone9,industrial
45.504077,9.1900286,zone9,industrial
45.5040685,9.1900705,zone9,industrial
45.5042584,9.1909645,zone9,industrial
45.5036692,9.1912062,zone9,industrial
45.5036656,9.1911658,zone9,industrial
45.4992262,9.1897718,zone9,commercial
45.4994385,9.1908058,zone9,commercial
45.4974009,9.1916571,zone9,commercial
45.4972228,9.1908235,zone9,commercial
45.4980696,9.1904691,zone9,commercial
45.4981543,9.1902218,zone9,commercial
45.4992262,9.1897718,zone9,commercial
45.4997783,9.1882165,zone9,residential
45.4996486,9.1877435,zone9,residential
45.4996303,9.1876766,zone9,residential
45.4995974,9.1876625,zone9,residential
45.4997094,9.1877088,zone9,residential
45.5012902,9.1883724,zone9,residential
45.501167,9.1886728,zone9,residential
45.5011247,9.1887539,zone9,residential
45.5010668,9.1888924,zone9,residential
45.5010495,9.1889497,zone9,residential
45.5009082,9.1895884,zone9,residential
45.5007985,9.1900938,zone9,residential
45.5008011,9.1902155,zone9,residential
45.4994385,9.1908058,zone9,residential
45.4992262,9.1897718,zone9,residential
45.4981543,9.1902218,zone9,residential
45.4980696,9.1904691,zone9,residential
45.4972228,9.1908235,zone9,residential
45.4974009,9.1916571,zone9,residential
45.4969128,9.1918554,zone9,residential
45.4967416,9.1917773,zone9,residential
45.4967681,9.1916836,zone9,residential
45.4968067,9.191527,zone9,residential
45.4968398,9.1913946,zone9,residential
45.4967846,9.1913637,zone9,residential
45.4967326,9.1913347,zone9,residential
45.4966292,9.1912793,zone9,residential
45.4965651,9.1912469,zone9,residential
45.4976475,9.1872605,zone9,residential
45.4976965,9.1871937,zone9,residential
45.4977274,9.1871367,zone9,residential
45.4977639,9.186995,zone9,residential
45.497813,9.1869104,zone9,residential
45.4978495,9.1868648,zone9,residential
45.4979511,9.1867899,zone9,residential
45.4983119,9.1869009,zone9,residential
45.4991873,9.1872854,zone9,residential
45.4991544,9.1874745,zone9,residential
45.4991456,9.1875251,zone9,residential
45.4991267,9.1876337,zone9,residential
45.4989737,9.1876871,zone9,residential
45.4991029,9.1883151,zone9,residential
45.4991438,9.1885138,zone9,residential
45.4992141,9.1888552,zone9,residential
45.4994024,9.1887788,zone9,residential
45.4995325,9.1887261,zone9,residential
45.4995882,9.188707,zone9,residential
45.4995144,9.1883193,zone9,residential
45.4996819,9.1882542,zone9,residential
45.4997783,9.1882165,zone9,residential
45.5030989,9.1891376,zone9,residential
45.5030978,9.1892324,zone9,residential
45.5028457,9.1893438,zone9,residential
45.5011504,9.190093,zone9,residential
45.5010705,9.1900718,zone9,residential
45.5010328,9.1900409,zone9,residential
45.5010009,9.1900067,zone9,residential
45.5009687,9.1899021,zone9,residential
45.50119,9.1889194,zone9,residential
45.5012628,9.1887854,zone9,residential
45.5014931,9.1884635,zone9,residential
45.5030989,9.1891376,zone9,residential
45.5029251,9.1893681,zone9,residential
45.5011549,9.1901381,zone9,residential
45.498067,9.191415,zone9,residential
45.4980915,9.1915262,zone9,residential
45.4981297,9.1917125,zone9,residential
45.4981539,9.1918311,zone9,residential
45.4981649,9.1918846,zone9,residential
45.4981808,9.1919623,zone9,residential
45.4981915,9.1920147,zone9,residential
45.4982078,9.1920945,zone9,residential
45.4982163,9.1921358,zone9,residential
45.4978352,9.1923137,zone9,residential
45.4978326,9.1922683,zone9,residential
45.4978247,9.1922297,zone9,residential
45.4977656,9.1919408,zone9,residential
45.4977553,9.1918907,zone9,residential
45.4977437,9.1918338,zone9,residential
45.497713,9.1916839,zone9,residential
45.4976842,9.191578,zone9,residential
45.496919,9.1918959,zone9,residential
45.4964556,9.1916694,zone9,residential
45.4957017,9.1944962,zone9,residential
45.4985891,9.1961346,zone9,residential
45.4986656,9.195858,zone9,residential
45.4987045,9.1957179,zone9,residential
45.4987613,9.1955061,zone9,residential
45.4988004,9.1953653,zone9,residential
45.4988276,9.1952675,zone9,residential
45.4994938,9.195638,zone9,residential
45.4992575,9.1965101,zone9,residential
45.5013293,9.1976655,zone9,residential
45.5032297,9.1987706,zone9,residential
45.5033362,9.1981768,zone9,residential
45.503575,9.1966291,zone9,residential
45.503662,9.1960657,zone9,residential
45.5047803,9.1888198,zone9,residential
45.5048148,9.1885963,zone9,residential
45.5040376,9.1889167,zone9,residential
45.5040633,9.1890594,zone9,residential
45.5041887,9.1897231,zone9,residential
45.5042349,9.1899673,zone9,residential
45.504077,9.1900286,zone9,residential
45.5040685,9.1900705,zone9,residential
45.5042584,9.1909645,zone9,residential
45.5036692,9.1912062,zone9,residential
45.5036656,9.1911658,zone9,residential
45.5035587,9.1906517,zone9,residential
45.5034953,9.1906703,zone9,residential
45.50322,9.1907746,zone9,residential
45.5030737,9.1908238,zone9,residential
45.5029251,9.1893681,zone9,residential
45.4968398,9.1913946,zone9,retail
45.4967846,9.1913637,zone9,retail
45.4967326,9.1913347,zone9,retail
45.4966292,9.1912793,zone9,retail
45.4965651,9.1912469,zone9,retail
45.4964577,9.1916485,zone9,retail
45.4967416,9.1917773,zone9,retail
45.4967681,9.1916836,zone9,retail
45.4968067,9.191527,zone9,retail
45.4968398,9.1913946,zone9,retail
45.4829302,9.191285,zone9,grass
45.482949,9.1912998,zone9,grass
45.4829046,9.191406,zone9,grass
45.4828686,9.1913648,zone9,grass
45.4829302,9.191285,zone9,grass
45.5048173,9.1885557,zone9,residential
45.5048515,9.1883536,zone9,residential
45.5053469,9.1850729,zone9,residential
45.5049696,9.1849414,zone9,residential
45.5049197,9.1849355,zone9,residential
45.5048657,9.1849414,zone9,residential
45.5046744,9.1850521,zone9,residential
45.5033886,9.1864298,zone9,residential
45.5018274,9.1881339,zone9,residential
45.5018061,9.1881978,zone9,residential
45.501803,9.1882794,zone9,residential
45.5018257,9.1883201,zone9,residential
45.5018576,9.1883578,zone9,residential
45.503236,9.1889479,zone9,residential
45.5033777,9.1889987,zone9,residential
45.5034262,9.1890031,zone9,residential
45.5035413,9.1890032,zone9,residential
45.5038076,9.1889818,zone9,residential
45.5038959,9.1889493,zone9,residential
45.5048173,9.1885557,zone9,residential
45.4994551,9.1870325,zone9,industrial
45.4994398,9.186974,zone9,industrial
45.4994335,9.18695,zone9,industrial
45.4992203,9.1861365,zone9,industrial
45.4992119,9.1861042,zone9,industrial
45.5005638,9.1857447,zone9,industrial
45.5007015,9.1867446,zone9,industrial
45.4999456,9.186961,zone9,industrial
45.499472,9.1870971,zone9,industrial
45.4994551,9.1870325,zone9,industrial
45.5005454,9.1855701,zone9,commercial
45.5001839,9.185666,zone9,commercial
45.4997029,9.1837015,zone9,commercial
45.5006346,9.183071,zone9,commercial
45.5012779,9.1825721,zone9,commercial
45.5025325,9.1817071,zone9,commercial
45.502563,9.1817268,zone9,commercial
45.5025802,9.1817863,zone9,commercial
45.5025917,9.1818648,zone9,commercial
45.5026055,9.1820167,zone9,commercial
45.5026439,9.1824728,zone9,commercial
45.5029265,9.1849526,zone9,commercial
45.5029342,9.184987,zone9,commercial
45.5029621,9.1850927,zone9,commercial
45.5029889,9.1852765,zone9,commercial
45.5030002,9.185333,zone9,commercial
45.5031131,9.1860286,zone9,commercial
45.5016678,9.1876009,zone9,commercial
45.5015769,9.187566,zone9,commercial
45.5015769,9.1874949,zone9,commercial
45.5015582,9.1873959,zone9,commercial
45.5013644,9.1865578,zone9,commercial
45.5012386,9.1865985,zone9,commercial
45.5007015,9.1867446,zone9,commercial
45.5005638,9.1857447,zone9,commercial
45.5005454,9.1855701,zone9,commercial
45.5047583,9.1814861,zone9,residential
45.5057945,9.1810267,zone9,residential
45.5059606,9.181081,zone9,residential
45.5055935,9.1834503,zone9,residential
45.5055851,9.1835044,zone9,residential
45.5054677,9.1836312,zone9,residential
45.5053164,9.1837081,zone9,residential
45.5052528,9.1836914,zone9,residential
45.5052072,9.1836411,zone9,residential
45.505175,9.183572,zone9,residential
45.5051151,9.1834909,zone9,residential
45.50467,9.1839331,zone9,residential
45.504665,9.1839096,zone9,residential
45.5044717,9.182915,zone9,residential
45.5040173,9.1831021,zone9,residential
45.503597,9.1832752,zone9,residential
45.5035688,9.1830478,zone9,residential
45.503585,9.1830427,zone9,residential
45.5035045,9.1823957,zone9,residential
45.5034296,9.1817941,zone9,residential
45.5027393,9.1819649,zone9,residential
45.5027126,9.1819712,zone9,residential
45.5026788,9.1819792,zone9,residential
45.5026703,9.1819817,zone9,residential
45.5026352,9.1816675,zone9,residential
45.5026465,9.1816376,zone9,residential
45.5036781,9.1809107,zone9,residential
45.5040654,9.1806529,zone9,residential
45.5041308,9.1809697,zone9,residential
45.5043583,9.1808217,zone9,residential
45.5043127,9.1806792,zone9,residential
45.5045046,9.1806134,zone9,residential
45.5046868,9.1815217,zone9,residential
45.5047583,9.1814861,zone9,residential
45.5059606,9.181081,zone9,industrial
45.5061049,9.1801027,zone9,industrial
45.5058749,9.1800195,zone9,industrial
45.5054616,9.1803082,zone9,industrial
45.5052078,9.1805116,zone9,industrial
45.5051209,9.1805706,zone9,industrial
45.5048494,9.1807974,zone9,industrial
45.5046359,9.1808741,zone9,industrial
45.5047583,9.1814861,zone9,industrial
45.5057945,9.1810267,zone9,industrial
45.5059606,9.181081,zone9,industrial
45.5062681,9.1790315,zone9,residential
45.5062457,9.1791783,zone9,residential
45.506213,9.1793931,zone9,residential
45.5061049,9.1801027,zone9,residential
45.5058749,9.1800195,zone9,residential
45.5054616,9.1803082,zone9,residential
45.5052078,9.1805116,zone9,residential
45.5051209,9.1805706,zone9,residential
45.5048494,9.1807974,zone9,residential
45.5046359,9.1808741,zone9,residential
45.5045477,9.1804325,zone9,residential
45.5045018,9.1802728,zone9,residential
45.5048356,9.1800382,zone9,residential
45.5062681,9.1790315,zone9,residential
45.5041308,9.1809697,zone9,retail
45.5043583,9.1808217,zone9,retail
45.5043127,9.1806792,zone9,retail
45.5045046,9.1806134,zone9,retail
45.504466,9.1804203,zone9,retail
45.5040654,9.1806529,zone9,retail
45.5041308,9.1809697,zone9,retail
45.5044717,9.182915,zone9,commercial
45.504665,9.1839096,zone9,commercial
45.5039152,9.1847188,zone9,commercial
45.5038333,9.1847547,zone9,commercial
45.5037461,9.1847706,zone9,commercial
45.5037464,9.1848414,zone9,commercial
45.5032768,9.1848335,zone9,commercial
45.5031033,9.1848769,zone9,commercial
45.5030121,9.1848747,zone9,commercial
45.5029261,9.1842529,zone9,commercial
45.5032565,9.1841219,zone9,commercial
45.5033636,9.1840859,zone9,commercial
45.5033434,9.1839888,zone9,commercial
45.5033107,9.1837515,zone9,commercial
45.503639,9.1836348,zone9,commercial
45.503597,9.1832752,zone9,commercial
45.5040173,9.1831021,zone9,commercial
45.5044717,9.182915,zone9,commercial
45.5033636,9.1840859,zone9,residential
45.5032565,9.1841219,zone9,residential
45.5029261,9.1842529,zone9,residential
45.5028845,9.1838792,zone9,residential
45.5029283,9.18386,zone9,residential
45.5033089,9.1837353,zone9,residential
45.5033107,9.1837515,zone9,residential
45.5033434,9.1839888,zone9,residential
45.5033636,9.1840859,zone9,residential
45.5028526,9.1838303,zone9,construction
45.5026703,9.1819817,zone9,construction
45.5026788,9.1819792,zone9,construction
45.5027126,9.1819712,zone9,construction
45.5027393,9.1819649,zone9,construction
45.5034296,9.1817941,zone9,construction
45.5035045,9.1823957,zone9,construction
45.503585,9.1830427,zone9,construction
45.5035688,9.1830478,zone9,construction
45.503597,9.1832752,zone9,construction
45.503639,9.1836348,zone9,construction
45.5033107,9.1837515,zone9,construction
45.5033089,9.1837353,zone9,construction
45.5033069,9.1837216,zone9,construction
45.5029254,9.1838472,zone9,construction
45.5028526,9.1838303,zone9,construction
45.4996209,9.1837447,zone9,residential
45.5000959,9.1856787,zone9,residential
45.4991778,9.1859695,zone9,residential
45.4992119,9.1861042,zone9,residential
45.4994335,9.18695,zone9,residential
45.4994398,9.186974,zone9,residential
45.4994551,9.1870325,zone9,residential
45.499472,9.1870971,zone9,residential
45.4999456,9.186961,zone9,residential
45.4999508,9.186997,zone9,residential
45.4999587,9.1870524,zone9,residential
45.4999885,9.187267,zone9,residential
45.4999811,9.1873016,zone9,residential
45.499974,9.1873349,zone9,residential
45.4999444,9.1874747,zone9,residential
45.4983158,9.1868445,zone9,residential
45.4983033,9.1867868,zone9,residential
45.4982638,9.1860442,zone9,residential
45.4983075,9.1860409,zone9,residential
45.498242,9.184693,zone9,residential
45.4996209,9.1837447,zone9,residential
45.4982825,9.1863844,zone9,grass
45.498307,9.1867776,zone9,grass
45.4983541,9.1867716,zone9,grass
45.4983308,9.1863978,zone9,grass
45.4983157,9.1863802,zone9,grass
45.4982825,9.1863844,zone9,grass
45.5031131,9.1860286,zone9,industrial
45.5033733,9.1857512,zone9,industrial
45.5038163,9.1852729,zone9,industrial
45.5037388,9.1849272,zone9,industrial
45.503268,9.1849051,zone9,industrial
45.5030314,9.1849554,zone9,industrial
45.5029342,9.184987,zone9,industrial
45.5029621,9.1850927,zone9,industrial
45.5029889,9.1852765,zone9,industrial
45.5030002,9.185333,zone9,industrial
45.5031131,9.1860286,zone9,industrial
45.5012477,9.188065,zone9,residential
45.5013083,9.1880523,zone9,residential
45.5014423,9.1879275,zone9,residential
45.50148,9.18787,zone9,residential
45.501511,9.1878081,zone9,residential
45.5015559,9.1876601,zone9,residential
45.5015637,9.1875685,zone9,residential
45.5015582,9.1875011,zone9,residential
45.5015443,9.1874028,zone9,residential
45.5013484,9.1865907,zone9,residential
45.5012346,9.1866293,zone9,residential
45.5003632,9.1868736,zone9,residential
45.5003738,9.1869352,zone9,residential
45.5004214,9.1872788,zone9,residential
45.5004284,9.187333,zone9,residential
45.5004348,9.1873818,zone9,residential
45.500441,9.1874303,zone9,residential
45.500448,9.1874842,zone9,residential
45.5004955,9.1876285,zone9,residential
45.5004791,9.1877056,zone9,residential
45.5012477,9.188065,zone9,residential
45.5004791,9.1877056,zone9,industrial
45.5004955,9.1876285,zone9,industrial
45.500448,9.1874842,zone9,industrial
45.500441,9.1874303,zone9,industrial
45.5004348,9.1873818,zone9,industrial
45.5004284,9.187333,zone9,industrial
45.5004214,9.1872788,zone9,industrial
45.5003738,9.1869352,zone9,industrial
45.5003632,9.1868736,zone9,industrial
45.4999508,9.186997,zone9,industrial
45.4999587,9.1870524,zone9,industrial
45.4999885,9.187267,zone9,industrial
45.4999811,9.1873016,zone9,industrial
45.499974,9.1873349,zone9,industrial
45.4999444,9.1874747,zone9,industrial
45.4999772,9.1874889,zone9,industrial
45.5000327,9.1875128,zone9,industrial
45.5001172,9.1875493,zone9,industrial
45.5002457,9.1876048,zone9,industrial
45.500279,9.1876192,zone9,industrial
45.5003383,9.1876448,zone9,industrial
45.5004791,9.1877056,zone9,industrial
45.5081202,9.1905071,zone9,residential
45.5085133,9.1907223,zone9,residential
45.5062497,9.2001523,zone9,residential
45.5047805,9.1993189,zone9,residential
45.504851,9.1990722,zone9,residential
45.5048607,9.1990633,zone9,residential
45.5049236,9.1988274,zone9,residential
45.5049983,9.1988639,zone9,residential
45.5051789,9.1982163,zone9,residential
45.5055492,9.1982074,zone9,residential
45.5057317,9.1981124,zone9,residential
45.5057614,9.1980656,zone9,residential
45.5058377,9.1980949,zone9,residential
45.5058837,9.1980734,zone9,residential
45.5060284,9.1979606,zone9,residential
45.5060907,9.1979786,zone9,residential
45.5061369,9.1978039,zone9,residential
45.5061638,9.197694,zone9,residential
45.505887,9.1975404,zone9,residential
45.5058108,9.197859,zone9,residential
45.5057948,9.1978525,zone9,residential
45.5057207,9.197818,zone9,residential
45.5056875,9.1978518,zone9,residential
45.5056335,9.1978567,zone9,residential
45.5054193,9.1978748,zone9,residential
45.505377,9.1978787,zone9,residential
45.505353,9.1978205,zone9,residential
45.5052702,9.1978237,zone9,residential
45.5052081,9.1978276,zone9,residential
45.5051204,9.1978325,zone9,residential
45.5049767,9.1978412,zone9,residential
45.5049428,9.1978432,zone9,residential
45.5047485,9.197855,zone9,residential
45.5043809,9.1978913,zone9,residential
45.5039727,9.1978785,zone9,residential
45.5038228,9.1978536,zone9,residential
45.5038436,9.1974165,zone9,residential
45.5039203,9.1966869,zone9,residential
45.5039294,9.1966286,zone9,residential
45.5039967,9.1961952,zone9,residential
45.5045686,9.192515,zone9,residential
45.5047482,9.1913545,zone9,residential
45.5048873,9.1904579,zone9,residential
45.5051601,9.1886555,zone9,residential
45.5052624,9.1886089,zone9,residential
45.505362,9.1885566,zone9,residential
45.5059794,9.1884219,zone9,residential
45.5059833,9.1883889,zone9,residential
45.5061166,9.1884005,zone9,residential
45.5062538,9.1884219,zone9,residential
45.506361,9.1884452,zone9,residential
45.5063564,9.188463,zone9,residential
45.5065018,9.1885163,zone9,residential
45.5065931,9.188565,zone9,residential
45.5068831,9.1887395,zone9,residential
45.5070154,9.1888092,zone9,residential
45.5077547,9.1891766,zone9,residential
45.5080584,9.1893377,zone9,residential
45.5081589,9.189391,zone9,residential
45.50819,9.189409,zone9,residential
45.5083675,9.1895142,zone9,residential
45.5081202,9.1905071,zone9,residential
45.5046911,9.1980734,zone9,retail
45.5047485,9.197855,zone9,retail
45.5049428,9.1978432,zone9,retail
45.5049767,9.1978412,zone9,retail
45.5051204,9.1978325,zone9,retail
45.5052081,9.1978276,zone9,retail
45.5052702,9.1978237,zone9,retail
45.505353,9.1978205,zone9,retail
45.505377,9.1978787,zone9,retail
45.5054193,9.1978748,zone9,retail
45.5056335,9.1978567,zone9,retail
45.5056875,9.1978518,zone9,retail
45.5057207,9.197818,zone9,retail
45.5057948,9.1978525,zone9,retail
45.5057317,9.1981124,zone9,retail
45.5055492,9.1982074,zone9,retail
45.5051789,9.1982163,zone9,retail
45.5049983,9.1988639,zone9,retail
45.5049236,9.1988274,zone9,retail
45.5048607,9.1990633,zone9,retail
45.504851,9.1990722,zone9,retail
45.5047805,9.1993189,zone9,retail
45.5036937,9.1986865,zone9,retail
45.5036984,9.1984048,zone9,retail
45.503704,9.1981954,zone9,retail
45.5038544,9.1981272,zone9,retail
45.5038591,9.1981956,zone9,retail
45.5038018,9.1983767,zone9,retail
45.5037689,9.1986516,zone9,retail
45.5038276,9.1986985,zone9,retail
45.5039354,9.1983059,zone9,retail
45.5040578,9.1982405,zone9,retail
45.5045689,9.1981183,zone9,retail
45.5046911,9.1980734,zone9,retail
45.5037717,9.2008722,zone9,railway
45.5037378,9.2008703,zone9,railway
45.5037033,9.2008436,zone9,railway
45.5036739,9.2008441,zone9,railway
45.5035595,9.2007725,zone9,railway
45.5035959,9.2007137,zone9,railway
45.503556,9.19991,zone9,railway
45.503545,9.1999113,zone9,railway
45.5035302,9.1994604,zone9,railway
45.5036058,9.1994859,zone9,railway
45.5036146,9.1986368,zone9,railway
45.5036222,9.1982514,zone9,railway
45.5035746,9.1982682,zone9,railway
45.5034256,9.1982111,zone9,railway
45.5033362,9.1981768,zone9,railway
45.503575,9.1966291,zone9,railway
45.503669,9.1965621,zone9,railway
45.5037198,9.1962344,zone9,railway
45.503662,9.1960657,zone9,railway
45.5047803,9.1888198,zone9,railway
45.504812,9.1887934,zone9,railway
45.5048747,9.18877,zone9,railway
45.5050552,9.1887011,zone9,railway
45.5051601,9.1886555,zone9,railway
45.5048873,9.1904579,zone9,railway
45.5047482,9.1913545,zone9,railway
45.5045686,9.192515,zone9,railway
45.5039967,9.1961952,zone9,railway
45.5038777,9.1962899,zone9,railway
45.503839,9.1965948,zone9,railway
45.5039294,9.1966286,zone9,railway
45.5039203,9.1966869,zone9,railway
45.5038436,9.1974165,zone9,railway
45.5038228,9.1978536,zone9,railway
45.5037989,9.197851,zone9,railway
45.5037566,9.1980535,zone9,railway
45.5037068,9.1980883,zone9,railway
45.503704,9.1981954,zone9,railway
45.5036937,9.1986865,zone9,railway
45.5036958,9.1995349,zone9,railway
45.5037451,9.1995413,zone9,railway
45.5037853,9.1995975,zone9,railway
45.5038626,9.2008406,zone9,railway
45.5037674,9.2008082,zone9,railway
45.5037717,9.2008722,zone9,railway
45.5058377,9.1980949,zone9,retail
45.5057614,9.1980656,zone9,retail
45.5058108,9.197859,zone9,retail
45.505887,9.1975404,zone9,retail
45.5061638,9.197694,zone9,retail
45.5061369,9.1978039,zone9,retail
45.5060907,9.1979786,zone9,retail
45.5060284,9.1979606,zone9,retail
45.5058837,9.1980734,zone9,retail
45.5058377,9.1980949,zone9,retail
45.5045985,9.1929031,zone9,grass
45.5043557,9.1945047,zone9,grass
45.5044422,9.1945476,zone9,grass
45.5048118,9.1930057,zone9,grass
45.5045985,9.1929031,zone9,grass
45.5044101,9.1946776,zone9,grass
45.5043356,9.1946414,zone9,grass
45.5042648,9.195154,zone9,grass
45.5042946,9.1951628,zone9,grass
45.5044101,9.1946776,zone9,grass
45.5066534,9.2003928,zone9,residential
45.5091606,9.1898911,zone9,residential
45.511402,9.1909598,zone9,residential
45.5115395,9.191025,zone9,residential
45.5115461,9.1910599,zone9,residential
45.5115715,9.1910545,zone9,residential
45.5116043,9.1910585,zone9,residential
45.5117105,9.1911095,zone9,residential
45.5118186,9.1911524,zone9,residential
45.5119321,9.1911932,zone9,residential
45.5120627,9.191228,zone9,residential
45.5121532,9.1912476,zone9,residential
45.5122835,9.1912736,zone9,residential
45.5124191,9.1912972,zone9,residential
45.5124793,9.1913362,zone9,residential
45.5125111,9.191386,zone9,residential
45.5125508,9.191455,zone9,residential
45.5125831,9.191547,zone9,residential
45.5126116,9.1918514,zone9,residential
45.5126475,9.1920142,zone9,residential
45.5130512,9.1930935,zone9,residential
45.5130797,9.1932899,zone9,residential
45.5130524,9.19335,zone9,residential
45.5130388,9.1934049,zone9,residential
45.5130438,9.1935288,zone9,residential
45.5130909,9.1936155,zone9,residential
45.5131516,9.1936721,zone9,residential
45.5131702,9.1937199,zone9,residential
45.5131785,9.1937857,zone9,residential
45.5131574,9.1939307,zone9,residential
45.5131183,9.1940338,zone9,residential
45.5129775,9.1942713,zone9,residential
45.5129301,9.1944012,zone9,residential
45.5129168,9.1944958,zone9,residential
45.5128529,9.1952733,zone9,residential
45.5128581,9.1953604,zone9,residential
45.512684,9.1964043,zone9,residential
45.5114935,9.2006916,zone9,residential
45.5118011,9.2008963,zone9,residential
45.5112265,9.2029732,zone9,residential
45.5084417,9.2013746,zone9,residential
45.5081463,9.201208,zone9,residential
45.5082631,9.2008267,zone9,residential
45.508304,9.2007005,zone9,residential
45.5083486,9.2005625,zone9,residential
45.5083731,9.200427,zone9,residential
45.5084221,9.2002072,zone9,residential
45.5077729,9.1999572,zone9,residential
45.5075452,9.2008664,zone9,residential
45.5066534,9.2003928,zone9,residential
45.50893,9.1909079,zone9,grass
45.5089605,9.1907832,zone9,grass
45.5089711,9.1907563,zone9,grass
45.5090629,9.1906097,zone9,grass
45.5091931,9.1906707,zone9,grass
