Latitude,Longitude,Zone,LandUse
45.4535925,9.2216013,zone4,residential
45.4525345,9.2216022,zone4,residential
45.4524256,9.2216259,zone4,residential
45.4523972,9.2216585,zone4,residential
45.4523715,9.2216971,zone4,residential
45.45221,9.2219705,zone4,residential
45.4516576,9.2229252,zone4,residential
45.4515452,9.223122,zone4,residential
45.4514211,9.2233585,zone4,residential
45.4513892,9.2234751,zone4,residential
45.451385,9.2235295,zone4,residential
45.4514162,9.2237015,zone4,residential
45.4514516,9.2237707,zone4,residential
45.4514966,9.2238855,zone4,residential
45.4546749,9.2248733,zone4,residential
45.4546776,9.2253424,zone4,residential
45.4546138,9.2253424,zone4,residential
45.4545292,9.225343,zone4,residential
45.4544758,9.2253434,zone4,residential
45.4543554,9.2253443,zone4,residential
45.454253,9.2253451,zone4,residential
45.4541538,9.2253458,zone4,residential
45.4541546,9.2254244,zone4,residential
45.454155,9.2254709,zone4,residential
45.4541581,9.2258001,zone4,residential
45.4541695,9.2258,zone4,residential
45.4543095,9.2257982,zone4,residential
45.4545028,9.2257957,zone4,residential
45.4546166,9.2257942,zone4,residential
45.4546801,9.2257932,zone4,residential
45.4546761,9.2268376,zone4,residential
45.4536521,9.2268597,zone4,residential
45.4536327,9.2240386,zone4,residential
45.4543115,9.2240166,zone4,residential
45.454313,9.2243287,zone4,residential
45.4543134,9.2244297,zone4,residential
45.4543136,9.2244891,zone4,residential
45.4543164,9.2248799,zone4,residential
45.4545255,9.2248742,zone4,residential
45.454611,9.2248739,zone4,residential
45.4546749,9.2248733,zone4,residential
45.4536718,9.2288691,zone4,industrial
45.453694,9.2290249,zone4,industrial
45.4537153,9.2291049,zone4,industrial
45.4537375,9.2291476,zone4,industrial
45.4537753,9.2291807,zone4,industrial
45.4538555,9.2292221,zone4,industrial
45.4539561,9.2292221,zone4,industrial
45.4541867,9.2292331,zone4,industrial
45.4544489,9.2293021,zone4,industrial
45.4546539,9.229291,zone4,industrial
45.4548778,9.2292869,zone4,industrial
45.4551244,9.2292193,zone4,industrial
45.4553889,9.2292087,zone4,industrial
45.4559529,9.2292019,zone4,industrial
45.4561966,9.2291926,zone4,industrial
45.4561731,9.226846,zone4,industrial
45.4548451,9.2268661,zone4,industrial
45.4537268,9.2268845,zone4,industrial
45.4536557,9.2268803,zone4,industrial
45.4536575,9.227697,zone4,industrial
45.4536718,9.2288691,zone4,industrial
45.4506996,9.2236038,zone4,residential
45.4506795,9.2236169,zone4,residential
45.4506501,9.2235374,zone4,residential
45.4504824,9.2224602,zone4,residential
45.4502422,9.2209778,zone4,residential
45.4502745,9.220956,zone4,residential
45.4503127,9.220915,zone4,residential
45.4503427,9.2208664,zone4,residential
45.4503656,9.2208125,zone4,residential
45.4503797,9.2207606,zone4,residential
45.4503891,9.2207053,zone4,residential
45.4503896,9.2206467,zone4,residential
45.4505131,9.2206769,zone4,residential
45.4505252,9.2206767,zone4,residential
45.4514904,9.2206568,zone4,residential
45.4523955,9.2206501,zone4,residential
45.4524071,9.2215038,zone4,residential
45.4524032,9.221622,zone4,residential
45.4523896,9.2216441,zone4,residential
45.4523626,9.2216835,zone4,residential
45.4521962,9.2219657,zone4,residential
45.4516438,9.2229197,zone4,residential
45.4514086,9.2233542,zone4,residential
45.4513764,9.2234684,zone4,residential
45.4513709,9.223536,zone4,residential
45.4514024,9.2236936,zone4,residential
45.4512918,9.2236298,zone4,residential
45.4511881,9.2235859,zone4,residential
45.4506996,9.2236038,zone4,residential
45.4501762,9.2193992,zone4,retail
45.4503058,9.2194943,zone4,retail
45.4504469,9.2196101,zone4,retail
45.4504845,9.2196398,zone4,retail
45.450774,9.2188975,zone4,retail
45.4507187,9.2188493,zone4,retail
45.4505758,9.2187354,zone4,retail
45.4502681,9.2184802,zone4,retail
45.4502398,9.2185528,zone4,retail
45.4502044,9.2185242,zone4,retail
45.450113,9.2184475,zone4,retail
45.4496509,9.2186783,zone4,retail
45.4498981,9.2196405,zone4,retail
45.4499711,9.2196046,zone4,retail
45.4501345,9.2195212,zone4,retail
45.4501762,9.2193992,zone4,retail
45.4504845,9.2196398,zone4,residential
45.4502148,9.2203196,zone4,residential
45.4501649,9.2203062,zone4,residential
45.450119,9.22031,zone4,residential
45.4500772,9.2203235,zone4,residential
45.4498981,9.2196405,zone4,residential
45.4499711,9.2196046,zone4,residential
45.4501345,9.2195212,zone4,residential
45.4501762,9.2193992,zone4,residential
45.4503058,9.2194943,zone4,residential
45.4504469,9.2196101,zone4,residential
45.4504845,9.2196398,zone4,residential
45.4496509,9.2186783,zone4,residential
45.4495653,9.2183311,zone4,residential
45.4495531,9.2181927,zone4,residential
45.4495018,9.2179965,zone4,residential
45.4494303,9.2178619,zone4,residential
45.4494442,9.2178187,zone4,residential
45.4494442,9.2177627,zone4,residential
45.449436,9.2177218,zone4,residential
45.4494229,9.2176914,zone4,residential
45.4494016,9.2176669,zone4,residential
45.4494098,9.2175163,zone4,residential
45.4494246,9.2174253,zone4,residential
45.4494278,9.2173143,zone4,residential
45.4498041,9.2160846,zone4,residential
45.4501866,9.2147995,zone4,residential
45.4518702,9.2161763,zone4,residential
45.4513794,9.2174061,zone4,residential
45.450774,9.2188975,zone4,residential
45.4507187,9.2188493,zone4,residential
45.4505758,9.2187354,zone4,residential
45.4502681,9.2184802,zone4,residential
45.4502398,9.2185528,zone4,residential
45.4502044,9.2185242,zone4,residential
45.450113,9.2184475,zone4,residential
45.4496509,9.2186783,zone4,residential
45.4511241,9.2143949,zone4,industrial
45.4507828,9.2141214,zone4,industrial
45.4505033,9.2138977,zone4,industrial
45.4504228,9.2138328,zone4,industrial
45.4506136,9.2130308,zone4,industrial
45.4506286,9.2129422,zone4,industrial
45.4513838,9.213551,zone4,industrial
45.4519236,9.2139935,zone4,industrial
45.4521627,9.2141972,zone4,industrial
45.4521262,9.2142838,zone4,industrial
45.4520724,9.214416,zone4,industrial
45.4519638,9.2147032,zone4,industrial
45.4518805,9.2149098,zone4,industrial
45.4516876,9.2147505,zone4,industrial
45.4514669,9.2152969,zone4,industrial
45.4514585,9.2153176,zone4,industrial
45.451377,9.215253,zone4,industrial
45.4514025,9.2151819,zone4,industrial
45.4512843,9.2150963,zone4,industrial
45.451295,9.2150705,zone4,industrial
45.4513291,9.2149875,zone4,industrial
45.4513454,9.2149381,zone4,industrial
45.4512426,9.214856,zone4,industrial
45.4510138,9.2146732,zone4,industrial
45.4511241,9.2143949,zone4,industrial
45.4521627,9.2141972,zone4,residential
45.4525408,9.2145054,zone4,residential
45.4525097,9.2146242,zone4,residential
45.4518783,9.2161554,zone4,residential
45.4501958,9.2147725,zone4,residential
45.4504228,9.2138328,zone4,residential
45.4505033,9.2138977,zone4,residential
45.4507828,9.2141214,zone4,residential
45.4511241,9.2143949,zone4,residential
45.4510138,9.2146732,zone4,residential
45.4512426,9.214856,zone4,residential
45.4513454,9.2149381,zone4,residential
45.4513291,9.2149875,zone4,residential
45.451295,9.2150705,zone4,residential
45.4512843,9.2150963,zone4,residential
45.4514025,9.2151819,zone4,residential
45.451377,9.215253,zone4,residential
45.4514585,9.2153176,zone4,residential
45.4514669,9.2152969,zone4,residential
45.4516876,9.2147505,zone4,residential
45.4518805,9.2149098,zone4,residential
45.4519614,9.2147016,zone4,residential
45.4520724,9.214416,zone4,residential
45.4521262,9.2142838,zone4,residential
45.4521627,9.2141972,zone4,residential
45.4500845,9.2126262,zone4,retail
45.4499652,9.2130606,zone4,retail
45.4498259,9.213568,zone4,retail
45.4498133,9.2136066,zone4,retail
45.4497647,9.2137973,zone4,retail
45.4497245,9.2139582,zone4,retail
45.4496658,9.2141779,zone4,retail
45.449628,9.2143118,zone4,retail
45.4501116,9.2147034,zone4,retail
45.4501755,9.2147409,zone4,retail
45.4505975,9.2130206,zone4,retail
45.4506134,9.2129336,zone4,retail
45.4501058,9.2125542,zone4,retail
45.4500845,9.2126262,zone4,retail
45.449628,9.2143118,zone4,residential
45.448278,9.2132014,zone4,residential
45.4489185,9.2116074,zone4,residential
45.4501058,9.2125542,zone4,residential
45.4500845,9.2126262,zone4,residential
45.4499652,9.2130606,zone4,residential
45.4498259,9.213568,zone4,residential
45.4498133,9.2136066,zone4,residential
45.4497647,9.2137973,zone4,residential
45.4497245,9.2139582,zone4,residential
45.4496658,9.2141779,zone4,residential
45.449628,9.2143118,zone4,residential
45.4482588,9.2132578,zone4,residential
45.4479788,9.2139516,zone4,residential
45.4477677,9.2144679,zone4,residential
45.4475432,9.2150444,zone4,residential
45.4475277,9.2151236,zone4,residential
45.4475299,9.2152123,zone4,residential
45.4475521,9.2152978,zone4,residential
45.4475899,9.2153675,zone4,residential
45.4491674,9.2172376,zone4,residential
45.4492187,9.2172712,zone4,residential
45.4492569,9.2172841,zone4,residential
45.4494178,9.2173009,zone4,residential
45.450157,9.2147934,zone4,residential
45.4500949,9.2147478,zone4,residential
45.4482588,9.2132578,zone4,residential
45.4475422,9.2164391,zone4,industrial
45.4474936,9.2163946,zone4,industrial
45.4472646,9.2161844,zone4,industrial
45.4472284,9.2161511,zone4,industrial
45.4471729,9.2161002,zone4,industrial
45.4471238,9.2160554,zone4,industrial
45.4474207,9.215315,zone4,industrial
45.4474503,9.2152746,zone4,industrial
45.447476,9.215265,zone4,industrial
45.4475003,9.2152631,zone4,industrial
45.4475111,9.2153073,zone4,industrial
45.4475367,9.2153631,zone4,industrial
45.4475664,9.2154016,zone4,industrial
45.4479287,9.2158266,zone4,industrial
45.4478902,9.2158866,zone4,industrial
45.4475422,9.2164391,zone4,industrial
45.4490301,9.217227,zone4,industrial
45.4490682,9.2171642,zone4,industrial
45.4483715,9.2163465,zone4,industrial
45.4483323,9.2164074,zone4,industrial
45.4482676,9.2165175,zone4,industrial
45.4482484,9.2165504,zone4,industrial
45.4481875,9.2166541,zone4,industrial
45.4478184,9.2172828,zone4,industrial
45.4477866,9.2173369,zone4,industrial
45.4471467,9.2173914,zone4,industrial
45.4471363,9.2173923,zone4,industrial
45.4471134,9.2173942,zone4,industrial
45.4470378,9.2174005,zone4,industrial
45.4470435,9.2174249,zone4,industrial
45.4470675,9.2174738,zone4,industrial
45.4471411,9.2174689,zone4,industrial
45.4483828,9.2173627,zone4,industrial
45.4483799,9.2172898,zone4,industrial
45.4487287,9.2172561,zone4,industrial
45.4487742,9.2172517,zone4,industrial
45.4490301,9.217227,zone4,industrial
45.4471238,9.2160554,zone4,residential
45.4469981,9.2163661,zone4,residential
45.4469846,9.2164102,zone4,residential
45.4469807,9.216453,zone4,residential
45.4470271,9.2173588,zone4,residential
45.4470378,9.2174005,zone4,residential
45.4471134,9.2173942,zone4,residential
45.4471363,9.2173923,zone4,residential
45.4471467,9.2173914,zone4,residential
45.4477866,9.2173369,zone4,residential
45.4478184,9.2172828,zone4,residential
45.4481875,9.2166541,zone4,residential
45.4482484,9.2165504,zone4,residential
45.4482676,9.2165175,zone4,residential
45.4483323,9.2164074,zone4,residential
45.4483715,9.2163465,zone4,residential
45.4479287,9.2158266,zone4,residential
45.4478902,9.2158866,zone4,residential
45.4475422,9.2164391,zone4,residential
45.4474936,9.2163946,zone4,residential
45.4472646,9.2161844,zone4,residential
45.4472284,9.2161511,zone4,residential
45.4471729,9.2161002,zone4,residential
45.4471238,9.2160554,zone4,residential
45.4470675,9.2174738,zone4,residential
45.4470823,9.2175057,zone4,residential
45.448546,9.2194043,zone4,residential
45.4486317,9.2195085,zone4,residential
45.4486488,9.2195248,zone4,residential
45.4486968,9.2195509,zone4,residential
45.4487459,9.2193213,zone4,residential
45.4491059,9.2182175,zone4,residential
45.4491185,9.2181703,zone4,residential
45.4491459,9.2180074,zone4,residential
45.4491638,9.2179423,zone4,residential
45.4491855,9.2178902,zone4,residential
45.4492438,9.2178121,zone4,residential
45.4492472,9.2177665,zone4,residential
45.4492552,9.2177193,zone4,residential
45.4492781,9.2176769,zone4,residential
45.4493043,9.2176525,zone4,residential
45.4493238,9.2176395,zone4,residential
45.4493546,9.2176395,zone4,residential
45.4493843,9.2176492,zone4,residential
45.4493957,9.2175027,zone4,residential
45.4494072,9.2174261,zone4,residential
45.4494117,9.2173578,zone4,residential
45.4494049,9.2173284,zone4,residential
45.4492507,9.217317,zone4,residential
45.4492118,9.217304,zone4,residential
45.4491867,9.2172894,zone4,residential
45.4491547,9.2172639,zone4,residential
45.4491193,9.2172232,zone4,residential
45.4490682,9.2171642,zone4,residential
45.4490301,9.217227,zone4,residential
45.4487742,9.2172517,zone4,residential
45.4487287,9.2172561,zone4,residential
45.4483799,9.2172898,zone4,residential
45.4483828,9.2173627,zone4,residential
45.4471411,9.2174689,zone4,residential
45.4470675,9.2174738,zone4,residential
45.4485056,9.2210566,zone4,residential
45.448878,9.2209605,zone4,residential
45.4499026,9.2206893,zone4,residential
45.4498999,9.2206105,zone4,residential
45.4499175,9.2205259,zone4,residential
45.4499472,9.2204508,zone4,residential
45.449993,9.2203835,zone4,residential
45.4500281,9.220347,zone4,residential
45.4500537,9.2203335,zone4,residential
45.449538,9.2183471,zone4,residential
45.4495299,9.218199,zone4,residential
45.4494813,9.2180163,zone4,residential
45.4494206,9.2178875,zone4,residential
45.4494044,9.2179144,zone4,residential
45.4493896,9.2179221,zone4,residential
45.4493559,9.2179336,zone4,residential
45.4493275,9.2179336,zone4,residential
45.449306,9.2179202,zone4,residential
45.4492803,9.2178971,zone4,residential
45.4492641,9.217874,zone4,residential
45.449252,9.2178509,zone4,residential
45.4492021,9.2179163,zone4,residential
45.4491643,9.2180355,zone4,residential
45.4491346,9.2182125,zone4,residential
45.4487668,9.2193416,zone4,residential
45.4487129,9.2195859,zone4,residential
45.4485056,9.2210566,zone4,residential
45.4483696,9.222626,zone4,brownfield
45.4482924,9.2228433,zone4,brownfield
45.44833,9.2228889,zone4,brownfield
45.448315,9.2229801,zone4,brownfield
45.4483474,9.2230022,zone4,brownfield
45.4485976,9.223157,zone4,brownfield
45.4487591,9.223251,zone4,brownfield
45.4488193,9.2232537,zone4,brownfield
45.4488682,9.2232295,zone4,brownfield
45.4490225,9.2229533,zone4,brownfield
45.4489886,9.222854,zone4,brownfield
45.4488833,9.2228218,zone4,brownfield
45.4488588,9.2229157,zone4,brownfield
45.4487591,9.2228889,zone4,brownfield
45.4483696,9.222626,zone4,brownfield
45.4485976,9.223157,zone4,retail
45.4485784,9.2233331,zone4,retail
45.4485306,9.2233367,zone4,retail
45.4483859,9.223347,zone4,retail
45.448379,9.2233475,zone4,retail
45.4483112,9.2233341,zone4,retail
45.4481946,9.2232939,zone4,retail
45.4482604,9.2228326,zone4,retail
45.4482924,9.2228433,zone4,retail
45.44833,9.2228889,zone4,retail
45.448315,9.2229801,zone4,retail
45.4483474,9.2230022,zone4,retail
45.4485976,9.223157,zone4,retail
45.4482604,9.2228326,zone4,residential
45.4482975,9.2225642,zone4,residential
45.448259,9.2225549,zone4,residential
45.4481969,9.222533,zone4,residential
45.4480771,9.2225045,zone4,residential
45.4481173,9.2222025,zone4,residential
45.448142,9.2220655,zone4,residential
45.4482562,9.2221013,zone4,residential
45.4483208,9.222118,zone4,residential
45.4483575,9.2221297,zone4,residential
45.4484996,9.2211003,zone4,residential
45.4488902,9.2209884,zone4,residential
45.4499058,9.2207278,zone4,residential
45.4499229,9.2208092,zone4,residential
45.4499572,9.2208874,zone4,residential
45.4500097,9.2209509,zone4,residential
45.4500669,9.2209916,zone4,residential
45.4501331,9.2210128,zone4,residential
45.4501891,9.2210095,zone4,residential
45.4502302,9.2209896,zone4,residential
45.450635,9.2235306,zone4,residential
45.4506482,9.223582,zone4,residential
45.4506656,9.2236304,zone4,residential
45.4505886,9.2237569,zone4,residential
45.450547,9.2238667,zone4,residential
45.4504298,9.2239418,zone4,residential
45.4502245,9.2240386,zone4,residential
45.4501092,9.2239641,zone4,residential
45.4499913,9.2238995,zone4,residential
45.4498935,9.2238887,zone4,residential
45.4487968,9.2238964,zone4,residential
45.4481221,9.2238965,zone4,residential
45.4481489,9.223679,zone4,residential
45.4481421,9.2236309,zone4,residential
45.4481946,9.2232939,zone4,residential
45.4483112,9.2233341,zone4,residential
45.4483859,9.223347,zone4,residential
45.4485306,9.2233367,zone4,residential
45.4485784,9.2233331,zone4,residential
45.4485976,9.223157,zone4,residential
45.4487591,9.223251,zone4,residential
45.4488193,9.2232537,zone4,residential
45.4488682,9.2232295,zone4,residential
45.4490225,9.2229533,zone4,residential
45.4489886,9.222854,zone4,residential
45.4488833,9.2228218,zone4,residential
45.4488588,9.2229157,zone4,residential
45.4487591,9.2228889,zone4,residential
45.4483696,9.222626,zone4,residential
45.4482924,9.2228433,zone4,residential
45.4482604,9.2228326,zone4,residential
45.4475228,9.2112314,zone4,commercial
45.4474357,9.2112406,zone4,commercial
45.4473254,9.2112522,zone4,commercial
45.4471549,9.2112702,zone4,commercial
45.4470532,9.2114392,zone4,commercial
45.4471718,9.2115841,zone4,commercial
45.4471822,9.2117705,zone4,commercial
45.4472668,9.2118714,zone4,commercial
45.4473938,9.2120132,zone4,commercial
45.4470024,9.2127286,zone4,commercial
45.4470532,9.2127903,zone4,commercial
45.447136,9.2128547,zone4,commercial
45.4472847,9.2129485,zone4,commercial
45.4477918,9.2117308,zone4,commercial
45.4477787,9.2113875,zone4,commercial
45.447884,9.2111381,zone4,commercial
45.448458,9.2115994,zone4,commercial
45.4485615,9.2113231,zone4,commercial
45.4476391,9.2105653,zone4,commercial
45.4476206,9.2105501,zone4,commercial
45.4475698,9.2106091,zone4,commercial
45.4475341,9.210644,zone4,commercial
45.4474814,9.2106762,zone4,commercial
45.4475039,9.2108505,zone4,commercial
45.4475228,9.2112314,zone4,commercial
45.4472847,9.2129485,zone4,retail
45.4476455,9.213243,zone4,retail
45.4478,9.213377,zone4,retail
45.4480804,9.2136019,zone4,retail
45.4488882,9.2115875,zone4,retail
45.4485615,9.2113231,zone4,retail
45.448458,9.2115994,zone4,retail
45.447884,9.2111381,zone4,retail
45.4477787,9.2113875,zone4,retail
45.4477918,9.2117308,zone4,retail
45.4472847,9.2129485,zone4,retail
45.4475228,9.2112314,zone4,residential
45.4475039,9.2108505,zone4,residential
45.4474814,9.2106762,zone4,residential
45.4473931,9.2107071,zone4,residential
45.447308,9.2107084,zone4,residential
45.4472335,9.2106878,zone4,residential
45.4471363,9.2107429,zone4,residential
45.4470846,9.210827,zone4,residential
45.4465699,9.2116584,zone4,residential
45.4459597,9.2126422,zone4,residential
45.4459684,9.212809,zone4,residential
45.4459896,9.2131266,zone4,residential
45.4460158,9.2132772,zone4,residential
45.4460703,9.213505,zone4,residential
45.4459995,9.2135424,zone4,residential
45.4460159,9.2139327,zone4,residential
45.446028,9.213952,zone4,residential
45.4460495,9.2139864,zone4,residential
45.446065,9.2143518,zone4,residential
45.4460475,9.2143738,zone4,residential
45.4461412,9.2164401,zone4,residential
45.4461355,9.2167096,zone4,residential
45.4461412,9.2169783,zone4,residential
45.4461656,9.2174619,zone4,residential
45.4464927,9.2174351,zone4,residential
45.4465507,9.2172966,zone4,residential
45.4466529,9.2173582,zone4,residential
45.4467824,9.217414,zone4,residential
45.4468868,9.2174415,zone4,residential
45.4469607,9.2174496,zone4,residential
45.4470095,9.217444,zone4,residential
45.4470298,9.2174399,zone4,residential
45.4470102,9.2173551,zone4,residential
45.4469665,9.2164595,zone4,residential
45.4469684,9.2163975,zone4,residential
45.4469849,9.2163479,zone4,residential
45.4471,9.2160556,zone4,residential
45.4474055,9.2152885,zone4,residential
45.4474326,9.2152568,zone4,residential
45.4474675,9.2152361,zone4,residential
45.4475013,9.215232,zone4,residential
45.4474955,9.2151865,zone4,residential
45.4474945,9.2151286,zone4,residential
45.4475032,9.2150679,zone4,residential
45.4475197,9.2150045,zone4,residential
45.4477675,9.2143588,zone4,residential
45.4480804,9.2136019,zone4,residential
45.4478,9.213377,zone4,residential
45.4476455,9.213243,zone4,residential
45.4472847,9.2129485,zone4,residential
45.447136,9.2128547,zone4,residential
45.4470532,9.2127903,zone4,residential
45.4470024,9.2127286,zone4,residential
45.4473938,9.2120132,zone4,residential
45.4472668,9.2118714,zone4,residential
45.4471822,9.2117705,zone4,residential
45.4471718,9.2115841,zone4,residential
45.4470532,9.2114392,zone4,residential
45.4471549,9.2112702,zone4,residential
45.4473254,9.2112522,zone4,residential
45.4474357,9.2112406,zone4,residential
45.4475228,9.2112314,zone4,residential
45.4477127,9.2202691,zone4,residential
45.4479616,9.2203325,zone4,residential
45.4480563,9.2210763,zone4,residential
45.4480661,9.2211529,zone4,residential
45.448475,9.2210579,zone4,residential
45.4486186,9.2200955,zone4,residential
45.4480662,9.2199425,zone4,residential
45.4477127,9.2202691,zone4,residential
45.4477127,9.2202691,zone4,industrial
45.4480662,9.2199425,zone4,industrial
45.4486186,9.2200955,zone4,industrial
45.4486804,9.2196326,zone4,industrial
45.4486902,9.2195824,zone4,industrial
45.4486222,9.219538,zone4,industrial
45.4470582,9.2175141,zone4,industrial
45.4470298,9.2174399,zone4,industrial
45.4470095,9.217444,zone4,industrial
45.4469607,9.2174496,zone4,industrial
45.4468868,9.2174415,zone4,industrial
45.4467824,9.217414,zone4,industrial
45.4466529,9.2173582,zone4,industrial
45.4465507,9.2172966,zone4,industrial
45.4464927,9.2174351,zone4,industrial
45.4461656,9.2174619,zone4,industrial
45.4462476,9.2191053,zone4,industrial
45.4462337,9.2192478,zone4,industrial
45.4463405,9.2214962,zone4,industrial
45.4464358,9.2238309,zone4,industrial
45.4468271,9.2237864,zone4,industrial
45.4469765,9.2237093,zone4,industrial
45.4470976,9.2236175,zone4,industrial
45.4476191,9.2231266,zone4,industrial
45.4477725,9.2229823,zone4,industrial
45.4479322,9.2229155,zone4,industrial
45.4480248,9.2228973,zone4,industrial
45.4481449,9.2228748,zone4,industrial
45.4482129,9.2228868,zone4,industrial
45.448259,9.2225549,zone4,industrial
45.4481969,9.222533,zone4,industrial
45.4480771,9.2225045,zone4,industrial
45.4481173,9.2222025,zone4,industrial
45.448142,9.2220655,zone4,industrial
45.4482562,9.2221013,zone4,industrial
45.4483208,9.222118,zone4,industrial
45.4484599,9.2211156,zone4,industrial
45.4480752,9.2212147,zone4,industrial
45.4480661,9.2211529,zone4,industrial
45.4480563,9.2210763,zone4,industrial
45.4478077,9.2211335,zone4,industrial
45.4477127,9.2202691,zone4,industrial
45.4482129,9.2228868,zone4,retail
45.4481077,9.2236475,zone4,retail
45.4481186,9.2236879,zone4,retail
45.4481208,9.2237532,zone4,retail
45.4481221,9.2238965,zone4,retail
45.4480138,9.2238136,zone4,retail
45.4478373,9.22389,zone4,retail
45.4477369,9.2239055,zone4,retail
45.4476213,9.2238993,zone4,retail
45.4475734,9.2238807,zone4,retail
45.4475297,9.2238309,zone4,retail
45.4475036,9.2237625,zone4,retail
45.4474992,9.2236817,zone4,retail
45.4475428,9.2234423,zone4,retail
45.4475712,9.2233677,zone4,retail
45.4476061,9.223321,zone4,retail
45.4476453,9.2232775,zone4,retail
45.4476191,9.2231266,zone4,retail
45.4477725,9.2229823,zone4,retail
45.4479322,9.2229155,zone4,retail
45.4480248,9.2228973,zone4,retail
45.4481449,9.2228748,zone4,retail
45.4482129,9.2228868,zone4,retail
45.4464427,9.2240003,zone4,allotments
45.4466059,9.2239986,zone4,allotments
45.4467118,9.2239086,zone4,allotments
45.446799,9.2238278,zone4,allotments
45.4468271,9.2237864,zone4,allotments
45.4464358,9.2238309,zone4,allotments
45.4464427,9.2240003,zone4,allotments
45.4466059,9.2239986,zone4,grass
45.4479818,9.223988,zone4,grass
45.4480138,9.2238136,zone4,grass
45.4478373,9.22389,zone4,grass
45.4477369,9.2239055,zone4,grass
45.4476213,9.2238993,zone4,grass
45.4475734,9.2238807,zone4,grass
45.4475297,9.2238309,zone4,grass
45.4475036,9.2237625,zone4,grass
45.4474992,9.2236817,zone4,grass
45.4475428,9.2234423,zone4,grass
45.4475712,9.2233677,zone4,grass
45.4476061,9.223321,zone4,grass
45.4476453,9.2232775,zone4,grass
45.4476191,9.2231266,zone4,grass
45.4470976,9.2236175,zone4,grass
45.4469765,9.2237093,zone4,grass
45.4468271,9.2237864,zone4,grass
45.446799,9.2238278,zone4,grass
45.4467118,9.2239086,zone4,grass
45.4466059,9.2239986,zone4,grass
45.4640149,9.2427803,zone4,commercial
45.4640071,9.2435084,zone4,commercial
45.4630571,9.2434983,zone4,commercial
45.4629739,9.2434983,zone4,commercial
45.4621609,9.2434877,zone4,commercial
45.4621727,9.2416664,zone4,commercial
45.4621741,9.2414629,zone4,commercial
45.4621777,9.2409134,zone4,commercial
45.462184,9.2408947,zone4,commercial
45.4638944,9.2408789,zone4,commercial
45.4638999,9.2409461,zone4,commercial
45.4639223,9.2412169,zone4,commercial
45.4639228,9.2413023,zone4,commercial
45.4640001,9.2413051,zone4,commercial
45.4640156,9.2414226,zone4,commercial
45.4640258,9.2415531,zone4,commercial
45.4640149,9.2427803,zone4,commercial
45.4621168,9.2501301,zone4,grass
45.4621225,9.2493874,zone4,grass
45.4621297,9.2492878,zone4,grass
45.4621425,9.2491943,zone4,grass
45.4621624,9.2490987,zone4,grass
45.4621853,9.2490194,zone4,grass
45.4622195,9.2489402,zone4,grass
45.462258,9.2488751,zone4,grass
45.462305,9.2488182,zone4,grass
45.4623535,9.2487766,zone4,grass
45.4624148,9.2487379,zone4,grass
45.4624775,9.2487156,zone4,grass
45.4625417,9.2487034,zone4,grass
45.4626044,9.2487075,zone4,grass
45.4626671,9.2487237,zone4,grass
45.462727,9.2487542,zone4,grass
45.4627869,9.2487928,zone4,grass
45.4628382,9.2488375,zone4,grass
45.4629881,9.2489798,zone4,grass
45.4630808,9.2490774,zone4,grass
45.4631335,9.2491486,zone4,grass
45.4631749,9.2492278,zone4,grass
45.4632048,9.2493112,zone4,grass
45.4632234,9.2493945,zone4,grass
45.4632362,9.2494799,zone4,grass
45.4632405,9.2495632,zone4,grass
45.4632362,9.2496527,zone4,grass
45.4632234,9.2497381,zone4,grass
45.4632006,9.2498194,zone4,grass
45.4631706,9.2499027,zone4,grass
45.4631335,9.2499738,zone4,grass
45.463095,9.2500308,zone4,grass
45.4630523,9.2500816,zone4,grass
45.4630095,9.2501243,zone4,grass
45.462961,9.2501609,zone4,grass
45.4629054,9.2501873,zone4,grass
45.4628466,9.2502018,zone4,grass
45.4627952,9.2502059,zone4,grass
45.4627339,9.2502018,zone4,grass
45.4624334,9.2501652,zone4,grass
45.4623479,9.2501591,zone4,grass
45.4622257,9.250153,zone4,grass
45.4622258,9.2501314,zone4,grass
45.4621168,9.2501301,zone4,grass
45.4636827,9.2506974,zone4,grass
45.463675,9.2507617,zone4,grass
45.4636666,9.2508209,zone4,grass
45.4636938,9.2508226,zone4,grass
45.4638186,9.2508335,zone4,grass
45.4638416,9.250834,zone4,grass
45.4638416,9.2508512,zone4,grass
45.4639334,9.2508616,zone4,grass
45.4640372,9.2508771,zone4,grass
45.4641428,9.250896,zone4,grass
45.4643154,9.2509339,zone4,grass
45.4643191,9.2509098,zone4,grass
45.4641911,9.2508581,zone4,grass
45.4640643,9.2508082,zone4,grass
45.4639267,9.2507514,zone4,grass
45.4638869,9.2507635,zone4,grass
45.4637749,9.2507228,zone4,grass
45.4637738,9.2507294,zone4,grass
45.4636827,9.2506974,zone4,grass
45.4458506,9.21483,zone4,grass
45.4459826,9.2178032,zone4,grass
45.4459403,9.2178077,zone4,grass
45.4458276,9.215198,zone4,grass
45.4458506,9.21483,zone4,grass
45.4464427,9.2240003,zone4,railway
45.4462968,9.2240019,zone4,railway
45.4462856,9.2237985,zone4,railway
45.4462416,9.2238002,zone4,railway
45.4459826,9.2178032,zone4,railway
45.4458506,9.21483,zone4,railway
45.4457819,9.2132797,zone4,railway
45.4457502,9.2125059,zone4,railway
45.445825,9.2123868,zone4,railway
